appkey,appid,itemcode,itemdesc,addtime
RPT7,9679,TRAF,TRAFFIC,10/17/2018 14:58
RPT1,9685,VEH,VEHICLE,10/17/2018 10:55
RPT1,9680,VEH,VEHICLE,10/17/2018 7:50
RPT2,9680,SPEE,TRAFFIC-SPEEDING,10/17/2018 7:51
RPT3,9680,*NO,*NO SEARCH,10/17/2018 7:51
RPT6,9680,CIT,CITATION,10/17/2018 7:51
RPT7,9680,TRAF,TRAFFIC,10/17/2018 7:51
RPT1,9681,VEH,VEHICLE,10/17/2018 8:13
RPT2,9681,SPEE,TRAFFIC-SPEEDING,10/17/2018 8:13
RPT3,9681,*NO,*NO SEARCH,10/17/2018 8:13
RPT6,9681,CIT,CITATION,10/17/2018 8:13
RPT7,9681,TRAF,TRAFFIC,10/17/2018 8:13
RPT1,9682,VEH,VEHICLE,10/17/2018 8:45
RPT2,9682,SPEE,TRAFFIC-SPEEDING,10/17/2018 8:45
RPT3,9682,*NO,*NO SEARCH,10/17/2018 8:45
RPT6,9682,CIT,CITATION,10/17/2018 8:45
RPT7,9682,TRAF,TRAFFIC,10/17/2018 8:45
RPT1,9683,VEH,VEHICLE,10/17/2018 15:09
RPT2,9683,SPEE,TRAFFIC-SPEEDING,10/17/2018 15:09
RPT3,9683,*NO,*NO SEARCH,10/17/2018 15:09
RPT6,9683,CIT,CITATION,10/17/2018 15:09
RPT7,9683,TRAF,TRAFFIC,10/17/2018 15:09
RPT1,9684,VEH,VEHICLE,10/17/2018 10:23
RPT2,9684,SPEE,TRAFFIC-SPEEDING,10/17/2018 10:23
RPT3,9684,*NO,*NO SEARCH,10/17/2018 10:23
RPT6,9684,CIT,CITATION,10/17/2018 10:23
RPT7,9684,TRAF,TRAFFIC,10/17/2018 10:23
RPT2,9685,SPEE,TRAFFIC-SPEEDING,10/17/2018 10:55
RPT3,9685,*NO,*NO SEARCH,10/17/2018 10:55
RPT6,9685,CIT,CITATION,10/17/2018 10:55
RPT7,9685,TRAF,TRAFFIC,10/17/2018 10:55
RPT1,9686,VEH,VEHICLE,10/17/2018 11:17
RPT2,9686,SPEE,TRAFFIC-SPEEDING,10/17/2018 11:17
RPT3,9686,*NO,*NO SEARCH,10/17/2018 11:17
RPT6,9686,CIT,CITATION,10/17/2018 11:17
RPT7,9686,TRAF,TRAFFIC,10/17/2018 11:17
RPT1,9687,VEH,VEHICLE,10/17/2018 11:50
RPT2,9687,SPEE,TRAFFIC-SPEEDING,10/17/2018 11:50
RPT3,9687,*NO,*NO SEARCH,10/17/2018 11:50
RPT6,9687,CIT,CITATION,10/17/2018 11:50
RPT7,9687,TRAF,TRAFFIC,10/17/2018 11:50
RPT1,9688,VEH,VEHICLE,10/17/2018 12:03
RPT2,9688,SPEE,TRAFFIC-SPEEDING,10/17/2018 12:03
RPT3,9688,*NO,*NO SEARCH,10/17/2018 12:03
RPT6,9688,WAR,WARNING,10/17/2018 12:03
RPT1,9689,VEH,VEHICLE,10/17/2018 13:40
RPT2,9689,SPEE,TRAFFIC-SPEEDING,10/17/2018 13:40
RPT3,9689,*NO,*NO SEARCH,10/17/2018 13:40
RPT6,9689,CIT,CITATION,10/17/2018 13:40
RPT7,9689,TRAF,TRAFFIC,10/17/2018 13:40
RPT1,9690,VEH,VEHICLE,10/17/2018 15:38
RPT2,9690,SPEE,TRAFFIC-SPEEDING,10/17/2018 15:38
RPT3,9690,*NO,*NO SEARCH,10/17/2018 15:38
RPT6,9690,CIT,CITATION,10/17/2018 15:38
RPT7,9690,TRAF,TRAFFIC,10/17/2018 15:38
RPT1,9691,VEH,VEHICLE,10/17/2018 16:08
RPT2,9691,EQUI,EQUIPMENT VIOLATION,10/17/2018 16:08
RPT3,9691,*NO,*NO SEARCH,10/17/2018 16:08
RPT6,9691,CIT,CITATION,10/17/2018 16:08
RPT7,9691,TRAF,TRAFFIC,10/17/2018 16:08
RPT2,9693,SPEE,TRAFFIC-SPEEDING,10/17/2018 18:39
RPT3,9693,*NO,*NO SEARCH,10/17/2018 18:39
RPT6,9693,CIT,CITATION,10/17/2018 18:39
RPT7,9693,TRAF,TRAFFIC,10/17/2018 18:39
RPT1,9694,VEH,VEHICLE,10/17/2018 18:40
RPT2,9694,SPEE,TRAFFIC-SPEEDING,10/17/2018 18:40
RPT3,9694,*NO,*NO SEARCH,10/17/2018 18:40
RPT6,9694,CIT,CITATION,10/17/2018 18:40
RPT7,9694,TRAF,TRAFFIC,10/17/2018 18:40
RPT1,9695,VEH,VEHICLE,10/17/2018 18:41
RPT2,9695,SPEE,TRAFFIC-SPEEDING,10/17/2018 18:41
RPT3,9695,*NO,*NO SEARCH,10/17/2018 18:41
RPT6,9695,CIT,CITATION,10/17/2018 18:41
RPT7,9695,TRAF,TRAFFIC,10/17/2018 18:41
RPT1,9692,VEH,VEHICLE,10/17/2018 18:39
RPT2,9692,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,10/17/2018 18:39
RPT3,9692,*NO,*NO SEARCH,10/17/2018 18:39
RPT6,9692,CIT,CITATION,10/17/2018 18:39
RPT7,9692,TRAF,TRAFFIC,10/17/2018 18:39
RPT1,9693,VEH,VEHICLE,10/17/2018 18:39
RPT1,9696,PED,PEDESTRIAN,10/18/2018 0:58
RPT2,9696,MUNI,MUNICIPAL VIOLATION,10/18/2018 0:58
RPT3,9696,PER,PERSON,10/18/2018 0:58
RPT4,9696,INCI,INCIDENT TO ARREST,10/18/2018 0:58
RPT6,9696,ARR,ARREST,10/18/2018 0:58
RPT7,9696,MISD,MISDEMEANOR,10/18/2018 0:58
RPT1,9697,PED,PEDESTRIAN,10/18/2018 0:59
RPT2,9697,STAT,STATE VIOLATION,10/18/2018 0:59
RPT3,9697,PER,PERSON,10/18/2018 0:59
RPT4,9697,INCI,INCIDENT TO ARREST,10/18/2018 0:59
RPT6,9697,ARR,ARREST,10/18/2018 1:00
RPT7,9697,MISD,MISDEMEANOR,10/18/2018 1:00
RPT1,9698,PED,PEDESTRIAN,10/18/2018 1:01
RPT2,9698,STAT,STATE VIOLATION,10/18/2018 1:01
RPT3,9698,*NO,*NO SEARCH,10/18/2018 1:01
RPT6,9698,WAR,WARNING,10/18/2018 1:01
RPT7,9698,NO,NOT CHARGED,10/18/2018 1:01
RPT1,9699,PED,PEDESTRIAN,10/18/2018 1:01
RPT2,9699,STAT,STATE VIOLATION,10/18/2018 1:01
RPT3,9699,*NO,*NO SEARCH,10/18/2018 1:01
RPT6,9699,WAR,WARNING,10/18/2018 1:02
RPT7,9699,NO,NOT CHARGED,10/18/2018 1:02
RPT1,9700,VEH,VEHICLE,10/18/2018 8:05
RPT2,9700,MUNI,MUNICIPAL VIOLATION,10/18/2018 8:05
RPT3,9700,*NO,*NO SEARCH,10/18/2018 8:05
RPT6,9700,CIT,CITATION,10/18/2018 8:05
RPT7,9700,TRAF,TRAFFIC,10/18/2018 8:05
RPT1,9701,VEH,VEHICLE,10/18/2018 8:55
RPT2,9701,MUNI,MUNICIPAL VIOLATION,10/18/2018 8:55
RPT3,9701,*NO,*NO SEARCH,10/18/2018 8:55
RPT6,9701,WAR,WARNING,10/18/2018 8:55
RPT7,9701,NO,NOT CHARGED,10/18/2018 8:55
RPT1,9702,VEH,VEHICLE,10/18/2018 7:56
RPT2,9702,SPEE,TRAFFIC-SPEEDING,10/18/2018 7:57
RPT3,9702,*NO,*NO SEARCH,10/18/2018 7:57
RPT6,9702,CIT,CITATION,10/18/2018 7:57
RPT7,9702,TRAF,TRAFFIC,10/18/2018 7:57
RPT1,9703,VEH,VEHICLE,10/18/2018 11:10
RPT2,9703,SPEE,TRAFFIC-SPEEDING,10/18/2018 11:10
RPT3,9703,*NO,*NO SEARCH,10/18/2018 11:10
RPT6,9703,CIT,CITATION,10/18/2018 11:10
RPT7,9703,TRAF,TRAFFIC,10/18/2018 11:10
RPT1,9704,VEH,VEHICLE,10/18/2018 12:59
RPT2,9704,MUNI,MUNICIPAL VIOLATION,10/18/2018 13:00
RPT3,9704,*NO,*NO SEARCH,10/18/2018 13:00
RPT6,9704,CIT,CITATION,10/18/2018 13:00
RPT7,9704,TRAF,TRAFFIC,10/18/2018 13:00
RPT1,9705,VEH,VEHICLE,10/18/2018 13:02
RPT2,9705,SPEE,TRAFFIC-SPEEDING,10/18/2018 13:02
RPT3,9705,*NO,*NO SEARCH,10/18/2018 13:02
RPT6,9705,CIT,CITATION,10/18/2018 13:02
RPT7,9705,TRAF,TRAFFIC,10/18/2018 13:02
RPT1,9706,VEH,VEHICLE,10/18/2018 13:03
RPT2,9706,SPEE,TRAFFIC-SPEEDING,10/18/2018 13:03
RPT3,9706,*NO,*NO SEARCH,10/18/2018 13:03
RPT6,9706,CIT,CITATION,10/18/2018 13:03
RPT7,9706,TRAF,TRAFFIC,10/18/2018 13:03
RPT1,9707,VEH,VEHICLE,10/18/2018 13:04
RPT2,9707,RECK,TRAFFIC-RECKLESS/CARELESS,10/18/2018 13:04
RPT3,9707,*NO,*NO SEARCH,10/18/2018 13:04
RPT6,9707,CIT,CITATION,10/18/2018 13:04
RPT7,9707,TRAF,TRAFFIC,10/18/2018 13:04
RPT1,9708,VEH,VEHICLE,10/18/2018 14:11
RPT2,9708,RECK,TRAFFIC-RECKLESS/CARELESS,10/18/2018 14:11
RPT3,9708,*NO,*NO SEARCH,10/18/2018 14:11
RPT6,9708,WAR,WARNING,10/18/2018 14:12
RPT1,9709,VEH,VEHICLE,10/18/2018 14:12
RPT2,9709,RECK,TRAFFIC-RECKLESS/CARELESS,10/18/2018 14:12
RPT3,9709,*NO,*NO SEARCH,10/18/2018 14:13
RPT6,9709,CIT,CITATION,10/18/2018 14:13
RPT7,9709,TRAF,TRAFFIC,10/18/2018 14:13
RPT1,9710,VEH,VEHICLE,10/18/2018 14:32
RPT2,9710,SPEE,TRAFFIC-SPEEDING,10/18/2018 14:32
RPT3,9710,*NO,*NO SEARCH,10/18/2018 14:32
RPT6,9710,CIT,CITATION,10/18/2018 14:32
RPT1,9711,VEH,VEHICLE,10/18/2018 14:33
RPT2,9711,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,10/18/2018 14:33
RPT3,9711,*NO,*NO SEARCH,10/18/2018 14:33
RPT6,9711,CIT,CITATION,10/18/2018 14:33
RPT1,9712,VEH,VEHICLE,10/18/2018 14:33
RPT2,9712,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,10/18/2018 14:33
RPT3,9712,*NO,*NO SEARCH,10/18/2018 14:34
RPT6,9712,CIT,CITATION,10/18/2018 14:34
RPT1,9715,VEH,VEHICLE,10/18/2018 14:34
RPT2,9715,EQUI,EQUIPMENT VIOLATION,10/18/2018 14:34
RPT3,9715,*NO,*NO SEARCH,10/18/2018 14:34
RPT6,9715,CIT,CITATION,10/18/2018 14:34
RPT1,9713,VEH,VEHICLE,10/18/2018 14:34
RPT2,9713,SPEE,TRAFFIC-SPEEDING,10/18/2018 14:34
RPT7,9715,TRAF,TRAFFIC,10/18/2018 14:34
RPT3,9713,*NO,*NO SEARCH,10/18/2018 14:34
RPT6,9713,CIT,CITATION,10/18/2018 14:35
RPT1,9714,VEH,VEHICLE,10/18/2018 14:35
RPT2,9714,SPEE,TRAFFIC-SPEEDING,10/18/2018 14:35
RPT3,9714,*NO,*NO SEARCH,10/18/2018 14:35
RPT6,9714,WAR,WARNING,10/18/2018 14:35
RPT1,9716,VEH,VEHICLE,10/18/2018 14:59
RPT2,9716,SPEE,TRAFFIC-SPEEDING,10/18/2018 14:59
RPT3,9716,*NO,*NO SEARCH,10/18/2018 14:59
RPT6,9716,CIT,CITATION,10/18/2018 14:59
RPT7,9716,TRAF,TRAFFIC,10/18/2018 14:59
RPT1,9717,VEH,VEHICLE,10/18/2018 15:30
RPT2,9717,SPEE,TRAFFIC-SPEEDING,10/18/2018 15:30
RPT3,9717,*NO,*NO SEARCH,10/18/2018 15:30
RPT6,9717,CIT,CITATION,10/18/2018 15:30
RPT7,9717,TRAF,TRAFFIC,10/18/2018 15:30
RPT1,9718,VEH,VEHICLE,10/18/2018 17:43
RPT2,9718,SPEE,TRAFFIC-SPEEDING,10/18/2018 17:43
RPT3,9718,*NO,*NO SEARCH,10/18/2018 17:43
RPT7,9718,TRAF,TRAFFIC,10/18/2018 17:43
RPT6,9718,CIT,CITATION,10/18/2018 17:43
RPT1,9719,VEH,VEHICLE,10/18/2018 18:08
RPT2,9719,MUNI,MUNICIPAL VIOLATION,10/18/2018 18:08
RPT3,9719,*NO,*NO SEARCH,10/18/2018 18:08
RPT6,9719,CIT,CITATION,10/18/2018 18:08
RPT7,9719,TRAF,TRAFFIC,10/18/2018 18:09
RPT1,9720,VEH,VEHICLE,10/18/2018 20:28
RPT2,9720,EQUI,EQUIPMENT VIOLATION,10/18/2018 20:28
RPT6,9720,WAR,WARNING,10/18/2018 20:28
RPT1,9721,PED,PEDESTRIAN,10/19/2018 0:12
RPT2,9721,MUNI,MUNICIPAL VIOLATION,10/19/2018 0:12
RPT3,9721,*NO,*NO SEARCH,10/19/2018 0:12
RPT5,9721,NOT,NOTHING SEIZED,10/19/2018 0:12
RPT6,9721,WAR,WARNING,10/19/2018 0:12
RPT1,9722,VEH,VEHICLE,10/19/2018 13:57
RPT2,9722,RECK,TRAFFIC-RECKLESS/CARELESS,10/19/2018 13:57
RPT3,9722,*NO,*NO SEARCH,10/19/2018 13:57
RPT6,9722,CIT,CITATION,10/19/2018 13:57
RPT7,9722,TRAF,TRAFFIC,10/19/2018 13:57
RPT1,9723,VEH,VEHICLE,10/19/2018 13:57
RPT2,9723,RECK,TRAFFIC-RECKLESS/CARELESS,10/19/2018 13:57
RPT3,9723,*NO,*NO SEARCH,10/19/2018 13:57
RPT6,9723,CIT,CITATION,10/19/2018 13:57
RPT7,9723,TRAF,TRAFFIC,10/19/2018 13:57
RPT1,9724,VEH,VEHICLE,10/19/2018 13:59
RPT2,9724,MUNI,MUNICIPAL VIOLATION,10/19/2018 13:59
RPT3,9724,*NO,*NO SEARCH,10/19/2018 13:59
RPT6,9724,CIT,CITATION,10/19/2018 13:59
RPT7,9724,TRAF,TRAFFIC,10/19/2018 13:59
RPT1,9725,VEH,VEHICLE,10/19/2018 14:00
RPT2,9725,MUNI,MUNICIPAL VIOLATION,10/19/2018 14:00
RPT3,9725,*NO,*NO SEARCH,10/19/2018 14:00
RPT6,9725,CIT,CITATION,10/19/2018 14:00
RPT7,9725,TRAF,TRAFFIC,10/19/2018 14:01
RPT1,9726,VEH,VEHICLE,10/19/2018 14:01
RPT2,9726,MUNI,MUNICIPAL VIOLATION,10/19/2018 14:01
RPT3,9726,*NO,*NO SEARCH,10/19/2018 14:01
RPT6,9726,CIT,CITATION,10/19/2018 14:01
RPT7,9726,TRAF,TRAFFIC,10/19/2018 14:01
RPT1,9727,VEH,VEHICLE,10/19/2018 14:02
RPT2,9727,MUNI,MUNICIPAL VIOLATION,10/19/2018 14:02
RPT3,9727,*NO,*NO SEARCH,10/19/2018 14:02
RPT6,9727,CIT,CITATION,10/19/2018 14:02
RPT7,9727,TRAF,TRAFFIC,10/19/2018 14:02
RPT1,9728,VEH,VEHICLE,10/19/2018 14:48
RPT2,9728,SPEE,TRAFFIC-SPEEDING,10/19/2018 14:48
RPT3,9728,*NO,*NO SEARCH,10/19/2018 14:48
RPT6,9728,CIT,CITATION,10/19/2018 14:49
RPT1,9729,VEH,VEHICLE,10/19/2018 14:49
RPT2,9729,SPEE,TRAFFIC-SPEEDING,10/19/2018 14:50
RPT3,9729,*NO,*NO SEARCH,10/19/2018 14:50
RPT6,9729,CIT,CITATION,10/19/2018 14:50
RPT1,9732,VEH,VEHICLE,10/19/2018 18:29
RPT2,9732,EQUI,EQUIPMENT VIOLATION,10/19/2018 18:29
RPT6,9732,CIT,CITATION,10/19/2018 18:30
RPT7,9732,TRAF,TRAFFIC,10/19/2018 18:30
RPT1,9733,VEH,VEHICLE,10/19/2018 18:30
RPT2,9733,EQUI,EQUIPMENT VIOLATION,10/19/2018 18:30
RPT6,9733,CIT,CITATION,10/19/2018 18:31
RPT7,9733,TRAF,TRAFFIC,10/19/2018 18:31
RPT1,9734,VEH,VEHICLE,10/19/2018 18:32
RPT2,9734,RECK,TRAFFIC-RECKLESS/CARELESS,10/19/2018 18:32
RPT3,9734,*NO,*NO SEARCH,10/19/2018 18:32
RPT6,9734,CIT,CITATION,10/19/2018 18:32
RPT7,9734,TRAF,TRAFFIC,10/19/2018 18:32
RPT1,9735,VEH,VEHICLE,10/19/2018 18:32
RPT2,9735,RECK,TRAFFIC-RECKLESS/CARELESS,10/19/2018 18:32
RPT3,9735,*NO,*NO SEARCH,10/19/2018 18:32
RPT6,9735,CIT,CITATION,10/19/2018 18:33
RPT7,9735,TRAF,TRAFFIC,10/19/2018 18:33
RPT1,9730,VEH,VEHICLE,10/19/2018 18:30
RPT2,9730,MUNI,MUNICIPAL VIOLATION,10/19/2018 18:30
RPT3,9730,*NO,*NO SEARCH,10/19/2018 18:31
RPT6,9730,CIT,CITATION,10/19/2018 18:31
RPT7,9730,TRAF,TRAFFIC,10/19/2018 18:31
RPT1,9731,VEH,VEHICLE,10/19/2018 18:33
RPT2,9731,MUNI,MUNICIPAL VIOLATION,10/19/2018 18:33
RPT3,9731,*NO,*NO SEARCH,10/19/2018 18:33
RPT6,9731,CIT,CITATION,10/19/2018 18:33
RPT7,9731,TRAF,TRAFFIC,10/19/2018 18:33
RPT1,9739,VEH,VEHICLE,10/19/2018 18:33
RPT2,9739,RECK,TRAFFIC-RECKLESS/CARELESS,10/19/2018 18:33
RPT3,9739,*NO,*NO SEARCH,10/19/2018 18:33
RPT6,9739,CIT,CITATION,10/19/2018 18:33
RPT7,9739,TRAF,TRAFFIC,10/19/2018 18:33
RPT1,9736,VEH,VEHICLE,10/19/2018 18:34
RPT2,9736,MUNI,MUNICIPAL VIOLATION,10/19/2018 18:34
RPT3,9736,*NO,*NO SEARCH,10/19/2018 18:34
RPT6,9736,CIT,CITATION,10/19/2018 18:34
RPT7,9736,TRAF,TRAFFIC,10/19/2018 18:34
RPT1,9737,VEH,VEHICLE,10/19/2018 18:35
RPT2,9737,MUNI,MUNICIPAL VIOLATION,10/19/2018 18:35
RPT3,9737,*NO,*NO SEARCH,10/19/2018 18:35
RPT6,9737,CIT,CITATION,10/19/2018 18:35
RPT7,9737,TRAF,TRAFFIC,10/19/2018 18:35
RPT1,9738,VEH,VEHICLE,10/19/2018 18:37
RPT2,9738,MUNI,MUNICIPAL VIOLATION,10/19/2018 18:37
RPT3,9738,*NO,*NO SEARCH,10/19/2018 18:37
RPT6,9738,CIT,CITATION,10/19/2018 18:37
RPT7,9738,TRAF,TRAFFIC,10/19/2018 18:37
RPT1,9740,VEH,VEHICLE,10/19/2018 18:48
RPT2,9740,SPEE,TRAFFIC-SPEEDING,10/19/2018 18:48
RPT3,9740,*NO,*NO SEARCH,10/19/2018 18:48
RPT6,9740,CIT,CITATION,10/19/2018 18:48
RPT7,9740,TRAF,TRAFFIC,10/19/2018 18:48
RPT1,9741,VEH,VEHICLE,10/19/2018 19:03
RPT2,9741,EQUI,EQUIPMENT VIOLATION,10/19/2018 19:03
RPT3,9741,*NO,*NO SEARCH,10/19/2018 19:03
RPT6,9741,WAR,WARNING,10/19/2018 19:04
RPT7,9741,NO,NOT CHARGED,10/19/2018 19:04
RPT1,9742,VEH,VEHICLE,10/19/2018 21:07
RPT2,9742,EQUI,EQUIPMENT VIOLATION,10/19/2018 21:07
RPT3,9742,*NO,*NO SEARCH,10/19/2018 21:07
RPT6,9742,WAR,WARNING,10/19/2018 21:07
RPT1,9743,VEH,VEHICLE,10/19/2018 21:32
RPT2,9743,RECK,TRAFFIC-RECKLESS/CARELESS,10/19/2018 21:32
RPT3,9743,*NO,*NO SEARCH,10/19/2018 21:32
RPT6,9743,WAR,WARNING,10/19/2018 21:33
RPT1,9744,VEH,VEHICLE,10/19/2018 22:16
RPT2,9744,EQUI,EQUIPMENT VIOLATION,10/19/2018 22:16
RPT3,9744,*NO,*NO SEARCH,10/19/2018 22:16
RPT6,9744,WAR,WARNING,10/19/2018 22:16
RPT1,9745,VEH,VEHICLE,10/19/2018 22:18
RPT2,9745,EQUI,EQUIPMENT VIOLATION,10/19/2018 22:18
RPT3,9745,*NO,*NO SEARCH,10/19/2018 22:18
RPT6,9745,WAR,WARNING,10/19/2018 22:19
RPT1,9746,VEH,VEHICLE,10/19/2018 22:20
RPT2,9746,EQUI,EQUIPMENT VIOLATION,10/19/2018 22:20
RPT3,9746,*NO,*NO SEARCH,10/19/2018 22:20
RPT6,9746,WAR,WARNING,10/19/2018 22:20
RPT1,9747,VEH,VEHICLE,10/20/2018 0:00
RPT4,9747,PLAI,PLAIN VIEW,10/20/2018 0:00
RPT2,9747,SUSP,SUSPICIOUS,10/20/2018 0:00
RPT5,9747,NOT,NOTHING SEIZED,10/20/2018 0:00
RPT3,9747,*NO,*NO SEARCH,10/20/2018 0:00
RPT6,9747,WAR,WARNING,10/20/2018 0:01
RPT1,9748,VEH,VEHICLE,10/20/2018 6:51
RPT2,9748,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,10/20/2018 6:51
RPT6,9748,WAR,WARNING,10/20/2018 6:51
RPT1,9749,VEH,VEHICLE,10/20/2018 6:52
RPT2,9749,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,10/20/2018 6:52
RPT6,9749,WAR,WARNING,10/20/2018 6:52
RPT1,9750,VEH,VEHICLE,10/20/2018 7:16
RPT2,9750,EQUI,EQUIPMENT VIOLATION,10/20/2018 7:16
RPT3,9750,*NO,*NO SEARCH,10/20/2018 7:16
RPT6,9750,WAR,WARNING,10/20/2018 7:16
RPT7,9750,NO,NOT CHARGED,10/20/2018 7:16
RPT1,9751,VEH,VEHICLE,10/10/2018 8:09
RPT2,9751,MUNI,MUNICIPAL VIOLATION,10/10/2018 8:09
RPT6,9751,WAR,WARNING,10/10/2018 8:09
RPT1,9754,VEH,VEHICLE,10/20/2018 12:42
RPT2,9754,MUNI,MUNICIPAL VIOLATION,10/20/2018 12:43
RPT3,9754,*NO,*NO SEARCH,10/20/2018 12:43
RPT6,9754,CIT,CITATION,10/20/2018 12:43
RPT7,9754,TRAF,TRAFFIC,10/20/2018 12:43
RPT1,9752,VEH,VEHICLE,10/20/2018 12:39
RPT2,9752,SPEE,TRAFFIC-SPEEDING,10/20/2018 12:41
RPT3,9752,*NO,*NO SEARCH,10/20/2018 12:41
RPT6,9752,CIT,CITATION,10/20/2018 12:41
RPT7,9752,TRAF,TRAFFIC,10/20/2018 12:41
RPT1,9753,VEH,VEHICLE,10/20/2018 12:42
RPT2,9753,MUNI,MUNICIPAL VIOLATION,10/20/2018 12:42
RPT3,9753,*NO,*NO SEARCH,10/20/2018 12:42
RPT6,9753,CIT,CITATION,10/20/2018 12:42
RPT7,9753,TRAF,TRAFFIC,10/20/2018 12:42
RPT1,9755,VEH,VEHICLE,10/20/2018 12:44
RPT2,9755,MUNI,MUNICIPAL VIOLATION,10/20/2018 12:44
RPT3,9755,*NO,*NO SEARCH,10/20/2018 12:44
RPT6,9755,CIT,CITATION,10/20/2018 12:44
RPT7,9755,TRAF,TRAFFIC,10/20/2018 12:44
RPT1,9756,VEH,VEHICLE,10/20/2018 12:45
RPT2,9756,SPEE,TRAFFIC-SPEEDING,10/20/2018 12:45
RPT3,9756,*NO,*NO SEARCH,10/20/2018 12:45
RPT6,9756,CIT,CITATION,10/20/2018 12:45
RPT7,9756,TRAF,TRAFFIC,10/20/2018 12:45
RPT1,9757,PED,PEDESTRIAN,10/20/2018 13:40
RPT2,9757,MUNI,MUNICIPAL VIOLATION,10/20/2018 13:41
RPT3,9757,*NO,*NO SEARCH,10/20/2018 13:41
RPT5,9757,NOT,NOTHING SEIZED,10/20/2018 13:41
RPT6,9757,CIT,CITATION,10/20/2018 13:41
RPT7,9757,MUNI,MUNICIPAL,10/20/2018 13:41
RPT1,9758,VEH,VEHICLE,10/20/2018 17:00
RPT2,9758,SPEE,TRAFFIC-SPEEDING,10/20/2018 17:01
RPT3,9758,*NO,*NO SEARCH,10/20/2018 17:01
RPT6,9758,CIT,CITATION,10/20/2018 17:01
RPT7,9758,TRAF,TRAFFIC,10/20/2018 17:01
RPT1,9759,VEH,VEHICLE,10/20/2018 19:30
RPT2,9759,SPEE,TRAFFIC-SPEEDING,10/20/2018 19:30
RPT3,9759,*NO,*NO SEARCH,10/20/2018 19:30
RPT6,9759,CIT,CITATION,10/20/2018 19:30
RPT7,9759,TRAF,TRAFFIC,10/20/2018 19:31
RPT1,9760,PED,PEDESTRIAN,10/19/2018 21:36
RPT2,9760,MUNI,MUNICIPAL VIOLATION,10/19/2018 21:36
RPT3,9760,*NO,*NO SEARCH,10/19/2018 21:36
RPT5,9760,NOT,NOTHING SEIZED,10/19/2018 21:36
RPT6,9760,CIT,CITATION,10/19/2018 21:36
RPT1,9761,VEH,VEHICLE,10/20/2018 22:34
RPT2,9761,MUNI,MUNICIPAL VIOLATION,10/20/2018 22:35
RPT6,9761,WAR,WARNING,10/20/2018 22:35
RPT1,9762,VEH,VEHICLE,10/20/2018 21:44
RPT2,9762,SPEE,TRAFFIC-SPEEDING,10/20/2018 21:44
RPT3,9762,*NO,*NO SEARCH,10/20/2018 21:44
RPT6,9762,WAR,WARNING,10/20/2018 23:50
RPT1,9763,VEH,VEHICLE,10/20/2018 23:51
RPT2,9763,SPEE,TRAFFIC-SPEEDING,10/20/2018 23:51
RPT3,9763,*NO,*NO SEARCH,10/20/2018 23:51
RPT6,9763,WAR,WARNING,10/20/2018 23:52
RPT1,9764,VEH,VEHICLE,10/21/2018 0:25
RPT2,9764,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,10/21/2018 0:25
RPT3,9764,*NO,*NO SEARCH,10/21/2018 0:25
RPT6,9764,CIT,CITATION,10/21/2018 0:25
RPT7,9764,MUNI,MUNICIPAL,10/21/2018 0:25
RPT1,9765,VEH,VEHICLE,10/21/2018 1:21
RPT2,9765,EQUI,EQUIPMENT VIOLATION,10/21/2018 1:21
RPT3,9765,*NO,*NO SEARCH,10/21/2018 1:21
RPT6,9765,WAR,WARNING,10/21/2018 1:21
RPT7,9765,NO,NOT CHARGED,10/21/2018 1:21
RPT1,9766,PED,PEDESTRIAN,10/21/2018 11:16
RPT2,9766,MUNI,MUNICIPAL VIOLATION,10/21/2018 11:16
RPT3,9766,*NO,*NO SEARCH,10/21/2018 11:17
RPT6,9766,WAR,WARNING,10/21/2018 11:17
RPT7,9766,MUNI,MUNICIPAL,10/21/2018 11:17
RPT7,9766,NO,NOT CHARGED,10/21/2018 11:17
RPT1,9767,VEH,VEHICLE,10/21/2018 11:17
RPT2,9767,RECK,TRAFFIC-RECKLESS/CARELESS,10/21/2018 11:18
RPT3,9767,*NO,*NO SEARCH,10/21/2018 11:17
RPT6,9767,WAR,WARNING,10/21/2018 11:17
RPT7,9767,NO,NOT CHARGED,10/21/2018 11:17
RPT1,9768,VEH,VEHICLE,10/21/2018 11:19
RPT2,9768,EQUI,EQUIPMENT VIOLATION,10/21/2018 11:20
RPT3,9768,*NO,*NO SEARCH,10/21/2018 11:20
RPT6,9768,WAR,WARNING,10/21/2018 11:20
RPT7,9768,NO,NOT CHARGED,10/21/2018 11:20
RPT1,9769,VEH,VEHICLE,10/21/2018 11:21
RPT2,9769,RECK,TRAFFIC-RECKLESS/CARELESS,10/21/2018 11:21
RPT3,9769,*NO,*NO SEARCH,10/21/2018 11:21
RPT6,9769,WAR,WARNING,10/21/2018 11:21
RPT7,9769,NO,NOT CHARGED,10/21/2018 11:21
RPT1,9770,VEH,VEHICLE,10/21/2018 11:22
RPT2,9770,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,10/21/2018 11:22
